herstelling :  reparatie
Geige :  Fiedel; Violine
sentir :  humer; toucher; exaudir; oir; percebre; oír
discrètement :  délicatement; légèrement; prudemment; précautionneusement; sobrement
senestre :  gauche
prullenbak :  prullenmand
bonace :  tranquillité; repos; calme
transbordeur :  ferry; traversier; car-ferry
soberbio :  presuntuoso; jactancioso; arrogante; orgulloso; engreído; vanidoso; fatuo; pedante; hinchado; inmodesto; impertinente; altanero; altivo; endiosado; excesivo; magnífico; espléndido; opulento; estupendo; excelente; grandioso; maravilloso; magnificente; majestuoso; admirable; insuperable; sublime; fogoso; violento
phrénologue :  phrénologiste
snelweg :  autoweg
en option :  optionnel
abacule :  cube; mosaïque; tesselle
incarnat :  rose
Buchhandlung :  Buchladen
soufflante canalisée :  soufflante carénée
amorce :  esche; appât
-kɔ́tɔ :  -yíngela
nickname :  sobriquet
volgende :  aanstaande
habit d’arlequin :  patchwork
Russe :  ruskov; Popov; Russien
par exemple :  exempli gratia; e.g.; verbi gratia; v. g.
dessiner :  enjoliver
pijn :  smart; verdriet; wee; steek; zeer
soluble :  résoluble; solutionnable
cousine :  consobrine
aansluiting :  koneksie; verbinding
à propos :  au fait
blet :  avancé; avarié
épi :  spica
железобетон :  армиран бетон
rejón :  lanza; pincho; puñal; púa; asta; garrochón
faim :  appétit; fringale
modulation d’impulsions en durée :  modulation de largeur d'impulsion
autorégulation :  régulation autogène
pirate :  boucanier; buccaneer; corsair; picaroon; privateer; sea rover; bootlegger; hacker
chattemite :  patelin; papelard
par indivis :  indivisément
центурион :  сотник
soort :  speciës
canyon :  gorge; gorge
salaris :  gaji; loon
apiculture :  beekeeping
факельщик :  светочник; факелоносец
child :  kid; offspring; brat; kid; lad; lass
cagette :  cageot; barquette
bon appétit :  appétit; un excellent appétit
хам :  невежа; хамло; быдло
bonne :  bonniche; employé; domestique; femme de ménage
limonade :  citronnade
couleur :  coloris; teinte
creusement :  creusage
coque :  cocagne
abandonar :  deixar; renunciar; dejar; renunciar; daissar; laissar; renonciar
complexe :  compliqué
fou :  agité du bocal; aliéné; azimuté; barge; barje; barjo; barjot; bercé trop près du mur; botch; caluc; cinglé; cintré; chtarbé; déjanté; dément; détraqué; dérangé; déséquilibré; dingue; dingo; fada; fadoli; fêlé; foldingo; foldingue; fou à lier; frappadingue; gelé; givré; gogol; guedin; insane; jobard; jobastre; louf; loufetingue; louftingue; maboul; marteau; névropathe; névrosé; névrotique; ouf; perturbé; psychasthénique; psychopathe; psychotique; taré; tcharbé; timbré; toctoc; toqué; zinzin; zoné; zonzon; accro; amoureux; dingo; dingue; féru; fondu; mordu; passionné; aberrant; absurde; déraisonnable; insensé; stupide; bizarre; extravagant; fantasque; surprenant; énorme; cinglé; dément; névrosé
for :  ær; beforan; af; om; på; siden; til
hijodalgo :  hidalgo
collet :  regipiâs; collier
ristourne :  réduction; remise
happe :  crampon
halle :  marché
à dix lieues à la ronde :  à des lieues à la ronde; à cent lieues à la ronde; à mille lieues à la ronde
coefficient de capitalisation des résultats :  CCR
cassis :  cassissier
看 :  见; 見; 看见
ver :  veritable; vertader; ür; vernum
beleefd :  welgemanierd; beschaafd; hoffelijk; netjes; welgemanierd
émeraude :  smaragdin; vert émeraude
aïe :  ahi; ayoye; ouille
diligemment :  rapidement; promptement
kaart :  ansichtkaart; postkaart; briefkaart; plattegrond; plan; speelkaart; kaartje; plaatsbewijs; systeemkaart
en tout :  en tout et pour tout
querer :  tener ganas; amar
navigation spatiale :  astronautique
copie d’antenne :  copie pour antenne
abscons :  abstrait; abstrus; amphigourique; compliqué; confus; ésotérique; impénétrable; mystérieux; obscur; sibyllin
gafɛ :  liburu
५ :  पाँच
pareil :  identique; similaire; pair; semblable
onderhoud :  gesprek; gesprek; bespreking; controle; beurt; service; verzorging; zorg
canular :  supercherie; tromperie; farce
davalar :  baissar; descendre
cailler :  coaguler; figer; surir; geler; peler; pincer
chevêtre :  capistre
âne :  aliboron; âneau; baudet; bourricot; bourrique; bourriquet; grison; hémione; kiang; monture; onagre; roussin d’Arcadie; aliboron; andouille; bêta; bourrique; guignol; idiot; imbécile
million :  méga-; mega-
envelop :  surround
фильм :  кинолента; кинокартина; кино; лента; картина
ambre jaune :  carabé; karabé; succin; ambre
aveugle :  non-voyant
impure :  unpure
intuition :  instinkt; ingivelse
organisateur de voyages :  tour-opérateur; voyagiste
raton laveur :  chat sauvage
barycentre :  centre d’inertie; centre de masse
photographie :  photo; prise de vue
future :  fiancée; promise
cavalier :  partenaire; cavaletto; crampillon; cheval
都 :  首都
vélo :  bicyclette
werken :  arbeiden; doen; functioneren; gaan; lopen; inwerken; gisten
сантиграмм :  центиграмм
à la vie à la mort :  pour la vie
maternelle :  école maternelle
zinzin :  barje; barjot; cinglé; dingue; dingo; fêlé; fou; givré; ouf; sinoque
cochon :  goret; porc; pourceau; truie; verrat; dale; pourcheau
dernier-né :  benjamin; cadet; puiné
robe :  toge
plage :  grève
coquelicot :  ponceau; rouge; ponceau
maigre comme un clou :  maigre comme une ételle; maigre comme un coucou
storing :  stoornis; defect
antivirus :  logiciel antivirus
isabelle :  beige
usinage :  façonnage; fabrication; ouvrage
vacuité :  vide
délestage :  largage de carburant
en sourdine :  à la sourdine
juli :  ormemåned; juni; august; hömånad; juni; augusti
cabas :  banne; couffe; couffin; couffle; panier
tube :  tuyau; hit
gueux :  affligé; galvaudeux; jacques; malheureux; mendiant; mendigot; miteux; sans-le-sou
poise :  pesel; balance; equilibrium
publireportage :  publi-reportage; publi-communiqué; publi-rédactionnel
acratopège :  banal; ordinaire; plat; sans intérêt
imago :  insecte parfait; signum; simulacrum; statua; image
image :  dessin; emblème; figuration; figure; icône; idole; illustration; symbole; imago; uitstraling; back-up
à l’instant :  dans l’instant; sur-le-champ; tout de suite; immédiatement
bergen :  in veiligheid brengen; opslaan; behouden; bewaren; conserveren; opbergen; onder dak brengen; opsluiten
в :  внутрь; на; через; сквозь; для; ради; из-за; на; за; во имя; с целью; в целях; на; внутри; посреди
cow-boy :  vacher
僕 :  下僕
créer :  engendrer; former; innover; provoquer; produire; faire; réaliser; fabriquer
ad :  advert; advertisement; te; tot; voor
as :  hartlijn; spil
au :  AU; ua; ocell; kiche
at :  at sign; commercial at
kaba :  manyɔ; finalisá; terminá
herbe :  vert
a- :  in-
herbu :  pré-salé; schorre
voetbal :  voetbalspel
slang :  jargon; cant; serpent; buis; groepstaal; jargon; hantýrka; žargon
content :  béat; bienheureux; comblé; enchanté; épanoui; gai; heureux; joyeux; ravi; réjoui; satisfait; jovial
contenu :  contenance; capacité; teneur
physiquement :  charnellement
distinctement :  clairement; nettement; visiblement
pression :  contrainte; force; insistance
aimablement :  affablement; complaisamment; gentiment; gracieusement; poliment
au long :  tout au long; de long en large
œil :  calot; châsses; coquillard; mirette; quinquet; robert; vasistas
gagner :  remporter
lionne :  reine des animaux; lionesse; Lionesse
pico :  boca; hocico; pija; polla; verga; cacho
automatiquement :  forcément
ordinairement :  à l’ordinaire; communément; couramment; d’habitude; d’ordinaire; en général; généralement; normalement
Juif :  Hébreu; Israélite; feuge; youpin
personnellement :  en personne; individuellement
parse :  zoroastrien; parsi
факел :  светоч; язык; столб
allende :  allá; al otro lado; de la otra parte; además
essencerie :  poste à gaz; station à essence; station d’essence; station essence; station-service
niets :  niet-zijn
ARN messager :  ARNm
pinter :  picoler
notre :  boulba
de ce pas :  à l’instant; aussitôt; illico; illico presto; immédiatement; sans délai; sur l’heure; sur le champ; tout de suite
par rencontre :  de rencontre
bagnole :  caisse; char; charrette; tire; tôle
dedo :  dedico
Ameisensäure :  Formylsäure; Formalinsäure; Hydrocarbonsäure; Methansäure; UICPA
fouiller :  rechercher; chercher
beleid :  bestuur
arable :  labourable; cultivable
s’expatrier :  émigrer
postérieurement :  ultérieurement; par la suite
number :  digit
consciencieusement :  minutieusement; scrupuleusement; sérieusement
désinence :  suffixe flexionnel
ярко :  светло
freux :  grolle
champignon :  kampernoelie; kampernoelje
relief :  rogaton; acapte; arrière-acapte; rachat
plan :  bedoeling; beraming; konsep; projek; bedoeling; blauwdruk; concept; doel; hoogte; niveau; ontwerp; opzet; peil; plattegrond; project; strekking; toeleg; voornemen; zin
abolition :  annulation; cancelation; abolishment
raam :  oanfal; oerhaal; venster; kader; raamwerk; kader
Джибути :  Република Джибути; Республикæ Джибути; [[Республика Джибути
raad :  aanrading; advies; advies; raadgeving; commissie
verscheiden :  aftrekken; dood; doodgaan; heengaan; overlijden; sterfgeval; sterven; vergaan; versmachten
brusquement :  soudainement
fortuitement :  accidentellement; par accident; par chance; par hasard
gratis :  gratuitement; fri; avgiftsfritt
obscure :  obscurity
homosexuel :  gay; homo; inverti; uraniste; anandryne; butch; fem; gomorrhéenne; goudou; gougnote; gouine; lesbiche; lesbienne; tribade; vrille; anticoniste; bardache; bougre; chevalier de la manchette; chevalier de la rosette; caroline; culiste; empaffé; fif; fifi; fiotte; follasse; folle; gerboise; gomorrhéen; grande folle; homophile; mignard; PD; pédale; pédé; pédéraste; pédoque; sodomiste; sodomite; tafiole; tante; tantouse; tantouze; tapette; tarlouze; tata; tatasse; woubi; en être; être de la pédale; être de la jaquette; achrien; inverti
set :  collection; sede; sedu
ser :  ésser; baş; başkan; kafa; reis
sea :  ena
rainal :  guèine; mandra; volp
sem :  tu; zde
garçon :  gamin; vaslet; vallet
radiophare :  radiobalise
motó :  mutig
connexion :  connexité
fire :  lay off; sack; shoot
accidentellement :  au hasard; par hasard; sérendipité
moto :  motocicle; motocicleta; deviza; heslo
perforatrice :  trouilloteuse
recent :  fresc
degré Celsius :  degré centésimal; degré centigrade
au préalable :  préalablement
boer :  agrariër; landbouwer; veehouder; oprisping; zot; jack; Jantje
royalement :  noblement; magnifiquement
simo :  si
modérément :  sans excès
dépôt :  entrepôt; caution; abcès
bruin :  bruior; bruine
mening :  opinie; opvatting; visie; opfattelse; oppfatning; tanke; åsikt; avsikt; betydelse
à proprement parler :  proprement parlant; en toute rigueur
dès là :  depuis lors; dès lors
ba :  be
bi :  corvée; ibä
amphitryon :  hôte
vaak :  dikwijls
gamopétale :  monopétale; sympétale; métachlamydée
wisselen :  inruilen; omruilen; verruilen; inwisselen; verwisselen; veranderen
televisie :  beeldradio
formellement :  officiellement; littéralement; rigoureusement; effectivement; en effet; en réalité
codex :  précis; caudex; liber; matrix
empilement :  empilage
hiver :  saison froide
équin :  chevalin; équestre; hippique
gambe :  guibolle; jambe
jardin botanique :  jardin des plantes
conjoncture :  bière conjoncture; conjoncturé
enseignement :  éducation; instruction; pédagogie
profondément :  bien; entièrement; extrêmement; foncièrement; infiniment; intensément; pleinement; sérieusement; à fond
klacht :  aanklacht; grief; protest; reclame; stoornis; gestoordheid
gelée :  blanc-manger
farrago :  dragée
à ces mots :  ceci dit
index :  deuxième doigt; doigt II; llista; taula; obsah; přehled
firma :  segnatura; vennootschap; onderneming; zaak; maison; podnik; právnická osoba; společnost; právnický
firme :  consistente; constante; durável; estável
bird :  porridge; time; stretch
leg :  spil
sommeil :  hibernation; léthargie; repos; dodo; roupillon; sieste; somme
beaucoup :  énormément; moult; énormément; maint; masse; moult; plein; énormément; maint; masse; moult; plein
sira :  smycka
tableau :  cadre; toile; table; scène; tafereel; toneel
mari :  conjoint; époux; mare
animal :  créature; métazoaire; organisme; règne animal; bête; créature; bestial; inhumain; sauvage; violent; charnel; sensuel; beast; creature; zannimo
aspirine :  acide acétylsalicylique
bienheureusement :  benoîtement
comma :  virgule; incisum
shudder :  jiggle; quake; rumble; quiver; shiver; quiver; tingle; thrill; flutter; jiggle; shake; wiggle; palpitate; shiver; shake; quake
Чечня :  Чечения
hobby :  centre d’intérêt; pastime; liefhebberij; koníček
billiard :  million de milliards; mille millions de millions; péta-
eben :  egile
épicentre :  localisation
panier :  banaste; bourriche; corbeille; crinoline; manne; panerée
banal :  bateau; cliché; effacé; facile; inintéressant; insignifiant; médiocre; prosaïque; trivial; vulgaire; commonplace; comú; común; insustancial; trivial; comun; cotidiano; de cada dia; diário; ordinário; quotidiano; sem estilo; trivial; vulgar
beginnen :  anfangen; angehen; anpacken; starten; anfangen; starten; aanbinden; aanbreken; aanvangen; ingaan; starten
héroïquement :  courageusement; vaillamment; valeureusement
biche :  daine; bibiche; gazelle
façon :  manière
rupteur :  vis platinée
compatibilité électromagnétique :  CEM
malade :  égrotant; nauséeux; souffrant; valétudinaire; patient
steel :  halm; stengel; bladsteel; bloemsteel; handvat; heft; gevest; hecht; buis; kanaal; pijp
couplage :  appariement
buguda :  cikɛbuguda; togoda
de manière que :  de façon que; de sorte que
incompréhensible :  inappréhendable; inappréhensible; abracadabrant; amphigourique; déconcertant; énigmatique; étrange; hermétique; impénétrable; inconnaissable; mystérieux; ténébreux
soap :  série; soap opéra; soupe
censé :  supposé
passionnant :  envoûtant; prenant; fascinant
lala :  lala-bisa; nara; gworam; lala-roba
credo :  cruzes; fora
extermination :  anéantissement; éradication; génocide
stationner :  garer; parquer
ci :  bugɔ
cc :  centimètre cube; millilitre; cubic centimeter; cubic centimetre; milliliter; millilitre; 밀리리터; 세제곱센티미터; ミリリットル; 立方センチメートル
ca :  gos
laite :  laitance
rapidement :  à la hâte; à la va-vite; à toute vitesse; dare-dare; diligemment; en cinq-sept; en deux deux; en deux coups de cuiller à pot; en deux coups les gros; en deux temps trois mouvements; en trois coups de cuiller à pot; en moins de deux; en moins de temps qu’il ne faut pour l’écrire; en moins de temps qu’il ne faut pour le dire; en ni une ni deux; en quatrième vitesse; en trombe; en un rien de temps; en un tournemain; en vitesse; fissa; hâtivement; illico presto; précipitamment; prestement; presto; promptement; rien que sur un temps; rondement; vite; vite fait bien fait; à fond de train; à fond la caisse; à fond la gomme; à fond les ballons; à fond les manettes; à grand train; à grande vitesse; à tombeau ouvert; à tout berzingue; à toute allure; à toute berzingue; à toute blinde; à toute blingue; à toute bride; à toute vibure; à toute vitesse; au quart de tour; en fanfare; en quatrième vitesse; en trombe; pied au plancher; plein pot; pleins gaz; sur les chapeaux de roues
zèle :  assiduité; diligence; fanatisme; ferveur; abnégation; ardeur; empressement
après :  par après; postérieurement à; ultérieurement; subséquemment; derrière; au-delà de; derrière; plus loin que; contre; envers; vis-à-vis de; ceci dit; cela dit; cela étant; néanmoins; toutefois; aprèp; darrièr; darrèr
fainéant :  fr; fr
фаворит :  любимец; протеже; припадочный; любимец; любимчик; любовник
secrètement :  en son for intérieur
chapeau :  galure; galurin; couvre-chef; pileus; tête
véto :  vétérinaire
poly- :  multi-; pluri-; multi-; moni-; usea-
bala :  projéctil
essuie :  serviette; torchon
dusu :  dusukun
staal :  meunster; monster; proeve; voorbeeld
concordance :  accord; correspondance
maggot :  grub; larva
pluriel :  plurier; multiple
rotation :  giration; révolution
Albanais :  Chkipetar
monstrueusement :  abominablement; affreusement; horriblement
uitstraling :  straling; schittering; straling; radiatie; persoonlijkheid
criss :  crid
crise :  agressão; ataque
chaussette :  fromegomme; fromestock; fumante; fumeron; renifleuse; bas; molletière
ballon :  baloune; ballon de baudruche; baudruche; matras; luchtballon; Pour quel sens ?
mura :  amura
mure :  murie
daga :  dafu; pugnale
procrastiner :  atermoyer
donatrice :  donneuse
自 :  自己
Italien :  macaroni; rital
canal banalisé :  CB
地 :  土
thyrse :  festonné; thyrsus
helléniste :  hellénisant; hellénisant
volve :  volva
smaragdin :  émeraude
Gefahr :  Bedrängnis; Bredrohung; Gefährdung; Gefährlichkeit; Risiko; Unsicherheit
tête-à-queue :  cheval de bois; volteface; volte-face
яблан :  abri; bois
kanji :  caractère chinois; sinogramme; Chinese character
coquette :  flirt
hydrophobe :  apolaire; enragé; lipophile
s’ennuyer :  se morfondre; se languir; s’emmerder; se faire chier; se ronger le cul à la vinaigrette
fürchterlich :  furchterregend; schrecklich
hors de propos :  mal à propos
aanklagen :  beschuldigen; in staat van beschuldiging stellen
LSD :  diéthylamide de l’acide lysergique; N,N-diéthyllysergamide; acide
espagnol :  castillan; espingouin; langue de Cervantes; langue espagnole
plan d’affaires :  business plan; plan d’entreprise
nom taxinomique :  nom taxonomique
aks :  bijl
abalorio :  bisutería; pacotilla
postulat :  conjecture; hypothèse
jardin légumier :  jardin maraîcher; jardin potager
atrium :  patio; cour; oreillette; palatium; turris
biélorusse :  biélorussien; blanc-russien
duramen :  bois de cœur; bois parfait; duramentum
darne :  tranche
gelegenheid :  kans; mogelijkheid
éolienne :  moteur à vent
par surcroît :  de plus; en outre; qui plus est
jaman :  zaman
quiver :  shake
au hasard de :  au gré de
coréen :  langue coréenne
zee :  zed; izzard
Pause :  Erholungspause
水 :  mercredi
habileté :  capacité; adresse
неон :  неонка
étage :  niveau; pont; rang
classifier :  organiser; classer
manifestement :  évidemment
insidieusement :  captieusement
politicus :  civilis
AIDS :  後天性免疫不全症候群
aire :  domaine; région; sphère; surface; zone
九月 :  長月
Schlüssel :  Notenschlüssel
ababa :  ababol; amapola
See :  Meer
jardin potager :  jardin légumier; jardin maraîcher
reine :  dame
décentration :  empathie; recul; exteriorisation
au pis aller :  au pire; au pis
inzwischen :  derweil; derweilen; indessen
vergissing :  abuis
mot à mot :  au pied de la lettre; mot pour mot; texto
carie :  anthracnose; charbon
do :  ut; d’; agad; ur
di :  dimo; dri; drimo; nak
da :  dort; also; dann; weil; zumal; als; wenn; plijus; mat; ’z; ’z; acʼhanout; mas; yat; mad
ecologist :  environmentalist
du :  didu; didu; dó
coup de poing :  beigne; bugne; châtaigne; emplâtre; gnon; marron; pain; parpinoche; patate; pêche; ramponeau; biface; pétard
judicieusement :  intelligemment
inversement :  en revanche
dé :  dé à coudre; dé à jouer; cube
réglisse :  caliche
фарс :  бурлеск
voici :  il y a; voilà
spécial :  mitraillette; particulier; routier
subrepticement :  en douce; discrètement
nzámbe :  yawé
monaco :  tango; ometto; colonnello
consécutivement :  successivement
enceinte acoustique :  baffle; enceinte
amicale :  mutuelle
chromophore :  chromatophore; chromatophore
barge :  cravète; barque; bateau; bélandre; chaloupe; péniche
dramatiquement :  tragiquement
aujourd’hui :  ce jour; ce jourd’hui; hui
laine de verre :  laine minérale
Limburgs :  Lèmbörgsj
animé :  brûlant; chaud; enflammé; excité; expressif; fringant; irrité; mouvementé; sémillant; tumultueux; japanime; japanimation
critique :  analytique; crucial; blâme; examen; jugement; criticise; criticize
хохот :  гогот; смех
confluent :  point de confluence; confluence
pays :  coin; province
systématiquement :  toujours; automatiquement; à tous les coups
roidement :  raidement
baladeur :  promeneur; flâneur; walkman
incessamment :  sans cesse; bientôt; incessamment sous peu; sous peu
manure :  dung
apatride :  heimatlos; heimathlos; heimatlos; heimathlos
mole :  molécule-gramme
liège :  suber; phellème
jovialement :  joyeusement; allègrement; gaiement; gaillardement
nemen :  nema
coulomb :  kulon
rentrer :  entrer
zone :  aire; champ
Paris :  Paname; Pantruche; Ripa; Rispa; Ville Lumière
orthogonal :  perpendiculaire; normal
feeble :  weak
dusukun :  dusu
10 Downing Street :  Number 10
bezwijken :  begeven; neervallen; ineenzakken; zwichten
monder :  échauder; émonder
цикл :  круг; оборот; сборник; серия
attelage :  zeugme
répresseur :  réprimeur
apache :  escarpe
érythropoïétine :  EPO; hématopoïétine
ukase :  décret; édit
immodérément :  démesurément; excessivement; à l’excès
retirer :  enlever; priver; éloigner; ôter; dépouiller; supprimer; annuler
terminal :  final
immédiatement :  au plus vite; illico; incontinent; instantanément; promptement; sans délai; séance tenante; soudain; sur-le-champ; tout de suite; à l’instant; tout d’un temps
live :  liv; livonien; en performance; direct; rechtstreeks
Entscheidung :  Beschluss; Entscheid; Rechtsprechung; Gerichtsbeschluss; Rechtsspruch; Zusprechung
serviette-éponge :  serviette
lophotrochozoaire :  spiralien
noch :  jit
december :  julemåned; kristmåned
ductile :  ductible; étirable; malléable
hygrophile :  hygroscopique
baston :  bastòn; palu; takon; takòn
néon :  neônio
flink :  venlig; moedig; doortastend; fors; stevig
flint :  flint-glass
half :  halve; gedeeltelijk; voor de helft; onvolledig
halo :  auréola
aquifère :  hydrophore; bouette
ed :  eth
小 :  小学校
télévente :  téléachat; téléshopping
quart :  picollo
promotion :  appui; encouragement; promo; cohorte; soutien; volée; helvétisme
lambda :  microlitre
jugu :  jugun
rouille :  roux; rousse
larder :  piquer
éthique :  arétologie
pech :  smůla
poignée :  anse
loi du talion :  talion
tôt :  de bonne heure; vite
foro :  cavo; fórum; juízo; tribunal
berne :  burnous; bernous
abelkulturo :  abelbredado
réfléchi :  réflexif; songé
doublement :  redoublement
néologisme :  néosémie
pleurer :  brailler; chialer; larmoyer; pleurnicher; sangloter
lampadaire :  réverbère; Dispositif permettant l’éclairage des rues la nuit dans une voirie.
parfaitement :  certainement
prequel :  antépisode; antérieur; anticipation
verlies :  kwijtraken; gemis; tekort; derving; gewichtsverlies; volumevermindering
soir :  soirée
media :  tiedotusväline; viestin; väline
document :  enregistrement; papiers; akte; bedrijf; bescheid; papier; schriftuur; stuk
fruit :  enfant; avantage; bénéfice; conséquence; effet; produit; profit; récompense; résultat
tradition :  coutume; praxis
biologique :  naturel; par le sang
verzenden :  zenden; afzenden; versturen; expediëren; sturen; opsturen
Anglais :  Brit; Godon; bloke; Canadian; Canadien anglais; tête carrée
avare :  grippe-sou; harpagon; parcimonieux; picsou; pince-maille; pingre; près de ses cennes; près de ses sous; radin; rapiat; regardant; séraphin; caque-denier; fesse-mathieu; grigou; grippe-sou; harpagon; ladre; pingre; radin; rapiat; rat; séraphin; usurier
passerelle :  pont; fly-over; fly over
aléatoirement :  accidentellement; au hasard; casuellement; fortuitement; occasionnellement
kule :  mle; pale
kiwi :  groseille de Chine; Chinese gooseberry; kiwifruit; kiwi fruit; kiwifrukt
placard :  cartèl; aficha
galgo :  lévrier espagnol; lévrier galgo; galgo espagnol; goloso; dulcero; glotón
pendant ce temps :  entre-temps; cependant
mamie :  bonne-maman; grand-mère
transfert :  transmission; transport; virement
trencar :  destroçar; destruir; rompre
Гвинея :  Република Гвинея; Ҷумҳурии Гвинея
христианин :  крестопоклонник
se casser :  ficher le camp; prendre la clef des champs; se barrer; se calter; se tailler; se tirer
ángɛlɛ́ :  kébá
être pédé comme un phoque :  en être
couponnage :  couponing
ventre :  bedaine; bedon; bidon; bidou; panse; entranyes; panxa; si; addome; pancia
ntomi :  ntomisa
周年 :  生日
catin :  prostituée; poupée
fiducie :  geloof; vertrouwen
Киргизстан :  Киргизия
canicule :  vague de chaleur
fièvre :  ardeur; hyperthermie; pyrexie
nuit et jour :  jour et nuit
trou noir :  collapsar
pacotille :  camelote
médecin :  docteur; praticien
contraire :  défavorable; opposé
appuyer :  accoter; adosser; pousser; reposer
site :  site web; site Web; site Internet
fu :  foyi
fo :  fol.
cycliste :  vélocipédiste
finet :  kaart; kaartje; penning
fool :  jester
vendredi :  dredi
programmation :  prog
reparatie :  herstelling; herstel
possiblement :  éventuellement; peut-être; potentiellement
basi :  joli; edeman; masra; patron
’twixt :  between; betwixt
henné :  troène des Indes
entrée :  rentrée; début
bambara :  bamanankan
法 :  方法
pastèque :  melon d’eau
argueil :  toupet
tanné :  tenné
kari :  karidon
halloysite :  endellite
par proportion :  en proportion; à proportion
simultanément :  à la fois
télécopieur :  fax
entrepreneuse :  entrepreneure
voler :  barber; barboter; chourraver; chourrer; dérober; détrousser; faire le barbot; faucher; gratter; piquer; taxer; tirer
crucifère :  crucigère; porte-croix
manchmal :  mal
lanzuela :  lanceta
ophalen :  ophijssen; weer naar boven brengen; oprapen; verzamelen; afhalen; downloaden
sens des aiguilles d’une montre :  dextrorsum; anti-trigonométrique; sens horaire; horlogique; sens négatif; rétrograde
overeenkomst :  gelijkvormigheid; overeenkomstigheid; gelijkluidendheid; gelijkenis; afspraak; verdrag; conventie
abajo :  debajo
colorier :  coloriser
woonkamer :  woonvertrek
affiche :  aanplakbiljet; plakkaat; poster
remarquablement :  formidablement; supérieurement
sémantique :  sémiotique
optie :  keuze; keus; keuzemogelijkheid
koorts :  temperatuur
Fang :  Pahouin
Vater :  Vati
transformation :  amélioration; conversion; devenir; modification; transition; avatar
télécopier :  faxer
génie :  ange gardien
uitverkoop :  opruiming
Schiff :  Kahn
classification classique :  classification traditionnelle
n’avoir ni queue ni tête :  ne rimer à rien
laken :  bedlaken; afkeuren; veroordelen
neutre :  impartial
épillet :  espigaou; spigaou
sarcelle :  garzotte; crignard
poutre :  colombe; poutrelle; colombage
embaucher :  recruter
plafond :  plaftard; ciel de carrière; ciel; hoogtegrens
adulte :  grand; grande personne; majeur; mature; mûr
anarĥio :  anarkio
boqueteau :  bosquet; taillis
forge :  fonderie; sidérurgie; usine
aporie :  impasse
pour la vie :  à la vie à la mort
rallonge :  allonge
go :  jeu de go; approval; green light
clavier :  registre
хруст :  хрустение
aussière :  cordage
ubiquiste :  ubiquitaire
prudence :  circonspection; défensive
1000Base-T :  gigabit-ethernet
au bout du compte :  en fin de compte; en somme; somme toute
experiment :  proef; probeersel; proefneming; test; vědecký; pokus
-ment :  -age; -ation; -tion
sûr :  certain; sécuritaire
mathématiquement :  algébriquement
aéronaute :  aérostier
abusivement :  excessivement; immodérément; outrageusement
veiligheid :  sekerheid
abajeño :  sureño
missile :  missible
succinctement :  brièvement; compendieusement; frugalement
cébiste :  cibiste
entrer :  commencer; débuter; pénétrer; rentrer
字 :  文字
intrépidement :  témérairement
pleuvoir comme à Gravelotte :  pleuvoir à verse
öffnen :  aufmachen
brittle :  Fragile, cassant, friable.; crumbly; delicate; flimsy; fragile; frail; friable; harsh; powdery; short; shortened; weak; brickle
aucune :  trouducune
topaze :  chrysolithos; physalite; pyrophysalite
pure :  anche
auto :  cotxe; itse; wein; automobile
mosaïque :  moïsiaque
mode :  exemple; mœurs; us; exemple; mœurs; référence; modus; wijs
baxter :  perfusion
sanda :  sanshou
émétique :  vomitif
gavage :  lavage de cerveau
Antonym :  Gegenwort
keer :  afsit; maal; stop
pourri :  ripou; pourlingue
diergol :  biergol
ASP :  drone
bei :  nahe; an; während
ben :  évidemment; bien sûr; eh bien; euh; bin; molt; knogle; korf; mand; slof; fòrça; plan
bed :  nest
bee :  corvée
staking :  werkonderbreking
atrabilaire :  maussade; irascible
passablement :  moyennement; assez
хват :  храбрец; удалец; лихач; ухарь; плут; мошенник; ловкач; захват; хватка
découper :  creuser; débiter; dépecer; détailler; diviser; échancrer; entailler; équarrir; fractionner; morceler; partager
opkopen :  overnemen
bordeaux :  grenat; bordò
fragmentation :  division; segmentation; éclatement
luu :  kivi
lui :  klink; egli
escalier mécanique :  escalateur; escalier coulissant; escalier roulant
moeder :  ma; mama; mam
abat-foin :  affenoir
tiene :  kitiene
brüllen :  schreien
arziylh :  ardille; ardrille; arzille; terre jaone; terre franche; corai; franchin; gllanche; gllanje; lize
fiets :  rijwiel; stalen ros; tweewieler
entêté :  têtu; têtu
riche comme Crésus :  richissime; blindé de thunes; pété de thunes
Coccinelle :  Volkswagen
citron :  jaune
diode électroluminescente :  LED; led
unununium :  éka-platine; hahnium; policium; ununnilium; eka-platinum; ununnilium
топло :  топлѣ
masque :  loup; motif
正 :  プラス
steun :  stut; steunsel; hulp; ondersteuning; toelage; uitkering
he :  he or she; she; they; anezhi
chair de poule :  frisson; horripilation
pastiche :  imitation
folie :  blad; bladmetaal; lamel; mesje; metaalfolie; plaatje
月曜日 :  月曜
baby-sitting :  garde d’enfant; gardiennage
царизм :  самодержавие; абсолютизм
nanomaniaque :  étagère
alpine :  alpine chamoisée; chèvre alpine; chèvre chamoisée de montagne; alpen-; alpinisch; alpijns
astronautique :  navigation spatiale
bestuur :  lei; rig; administratie; directie; leiding; regering; overheid; bewind; comiteit; raad
concise :  brief
fréquemment :  à plusieurs reprises; couramment; souvent; souventes fois; maintes fois; à maintes reprises
nek :  hals
dérive :  dévoiement
nef :  caraque
