dipôle :  bipole
dienen :  behoren; horen; moeten; zullen; bedienen; bijstaan; helpen
velho :  idoso
délicatement :  adroitement; discrètement; délicieusement; finement; habilement; mollement; subtilement
bankpas :  betaalkaart
bloc-notes :  carnet; calepin
tea :  dak
rato :  camundongo; ratazana
aftrekken :  verminderen; masturberen; onaneren; rukken
endomycorhize :  mycorhize endotrophe
déplétion :  épuisement; réduction; appauvrissement
dicton :  proverbe
amyle :  pentyle
texte :  écrit; lettre
texto :  littéralement; verbatim
matériellement :  effectivement; formellement; corporellement; physiquement
Noir :  black; nègre; negro; noir-pioche; noirpiot
Nigeria :  Nigérie; République fédérale du Nigeria
enfant :  bambin; boutchou; bout d’chou; chiard; drôle; flo; galopin; gamin; gnasse; gosse; lardon; loupiot; marmot; merdeux; minot; mioche; môme; morveux; mouflet; mousse; moutard; petiot; petit; pitchoun; pitchounet; p’tiot; tête blonde; tit-bout; tit-cul; descendance; descendant; portée; progéniture; rejeton; Jeune humain; Descendant de première génération; enfantin; mainatge; mainat; mainit; dròlle; pichon; pichòt
imitation :  copie; pastiche; apprentissage
philosophique :  philosophe
numu :  num
numa :  numan
en fait de :  en matière de; quant à
barbe :  trichite
ardu :  difficile; dur; escarpé; pénible; raide; revêche; rude; tendu; épineux; arduós
september :  fiskemåned; august; oktober; herfstmaand; höstmånad; augusti; oktober
islam :  foi de Mahomet; mahométisme
catégoriquement :  carrément; formellement; franchement; nettement; radicalement; sans ambages
attentivement :  bien
communisme :  collectivisme; marxisme; socialisme
ersatz :  imitation; succédané
gouet :  bouillan; bouilleaud; bouillenc; burger; complant de lune; foirard; got; goet; gau; gouas; gouche; gouge; gros plant; gros tressant; guinlan; issal; marmot; mouillet; plant de vigneron; président; roussaou; sadoule boéy; verdin blanc; vert doux; burger]]
* [[complant de lune]]
* [[foirard]]
* [[got#fr; arum; calle; herbe au pain; herbe à vipère; langue de bœuf; pied de veau; croissant; faucette; goillarde; goissot; gojard; goyarde; goyon; cernoir; cafotin; coffin; coudière; coudiare; couillonnette; gonvier; vide-buée
Mali :  Republic of Mali
concomitamment :  simultanément
blanc :  caucasien; caucasoïde; europoïde; fi; finalitat; objectiu
polymérisation en chaîne :  polyaddition
vervaldatum :  vervaldag
clavarder :  chatter; tchatter
maison :  appartement; appart; baraque; bercail; bicoque; demeure; domicile; cambuse; foyer; habitation; logement; logis; résidence; Bâtiment d’habitation; domestique; fait maison; maise
dracher :  lang=fr
wijze :  stijl; trant; manier; methode; modus; denker; filosoof; geleerde
coronale :  consonne coronale
procrastination :  indécision; dilatoire; ajournement; atermoiement; temporisation
se briser :  se casser
fagne :  Hygrosphagnium; tourbière perchée; sphaignaie; rièse
ukrainien :  langue de Chevtchenko; petit-russe; petit-russien; petit-russe; petit-russien
bronze :  airain; sculpture; brun
нуль :  ноль
en bas de :  au bas de
pH :  acidité; potentiel hydrogène; pouvoir hydrogène
restructuration :  réorganisation
dun :  maer
daling :  val; achteruitgang; afname; slinking; vermindering; verlaging
banque génomique :  banque de gènes
tomette :  carrelage; malon
brutaal :  onbeschaamd; onbeschoft; vrijpostig
neurone :  cellule nerveuse
lapis-lazuli :  lapis; lazuli; lazulite; pierre d’azur
unicellulaire :  monocellulaire
akte :  dokumint; útkomste; sertifikat
arriver :  atteindre; réussir; parvenir
garance :  rouge; purpurin; warancure
后面 :  après; derrière; après; derrière; après; derrière
galimafrée :  vinaigrette
ciel :  azur; firmament; zénith; ciel-de-lit; dais; bleu ciel
snelheid :  vlugheid
вариант :  нұсқа; вариация; видоизменение; модификация; разновидность; разночтение; версия
brillant universel :  BU
anémomètre :  anémoscope; barosanème
tendu :  bandé; étiré
rigoureusement :  absolument; exactement; formellement; précisément; strictement; totalement
temps des fêtes :  fêtes de fin d’année; fêtes
phormium :  lin de Nouvelle-Zélande; lin de la Nouvelle-Zélande
furieusement :  frénétiquement; impétueusement; bigrement; bougrement; diablement; drôlement; terriblement; énormément
fourbir :  astiquer
gaver :  excéder
fast :  tät; stadig; orubblig
faso :  patrie; république
syntoniseur :  tuner
アラブ首長国連邦 :  UAE
二月 :  如月
nombril :  ombilic; boudotte; boutinette
voertuig :  vervoermiddel; rijtuig; wagon; toestel; gerei
néerlandais :  flamand; hollandais; langue de Vondel; flamand; hollandais
langsam :  allmählich
relativement :  assez
fournisseur d’accès à Internet :  FAI
zibeline :  martre-zibeline; martre zibeline
carne :  haridelle; rosse; rossinante; bourrin; canasson; tocard; charogne; rosse; carni; vianda
dominicaine :  jacobine
partie prenante :  compliqué
inventeur :  créateur; innovateur; novateur
sensation :  impression; perception; réception
commentateur :  gloseur
énergiquement :  activement
foézilh :  fuzi
sexe :  genre; braguette; cuisse; cul; bas du corps; parties génitales; parties intimes
antipape :  pseudopape
à peu près :  presque; quasiment; sensiblement
manger les pissenlits par la racine :  bouffer les pissenlits par la racine; nourrir les pissenlits par la racine
ornithologue :  ornithologiste
bonté :  abnégation; clémence; indulgence; dévouement; ouverture; tolérance
esálela :  odinatɛ́lɛ; masíni
incomplètement :  imparfaitement; insuffisamment; mal
fen :  semence
врата :  двьрь
journaliste :  journaleux
deuxièmement :  secundo
indirectement :  par la bande
kost :  fegekost; prijs; bedrag; levensonderhoud; voedsel; etenswaar; voeding
otoño :  autumno
gazole :  diesel
paripenné :  paripinné
seltsam :  sonderbar
gallo :  britto-roman; langue gallèse
circumnavigation :  tour du monde
lascivement :  sensuellement
phlébite :  thrombophlébite; thrombose veineuse profonde
molle :  mylonite
convié :  convive
chyle :  humeur
’s morgens :  ’s ochtends
bouquet :  bouquin
werpen :  gooien
disquette :  disque souple
fauve :  ocre; roussâtre; dangereux; prédateur; bestial; ocre; roux; clair; félin; félidé; prédateur
definitief :  beslis; onherroepelijk; afdoend
kura :  kokoš; limpa
baise :  braguette; cuisse; cul; fesse; partie de jambes en l’air
eten :  voedsel; eetwaar; etenswaar; maaltijd; voeding; opeten; nuttigen
dépècement :  dépeçage
girie :  affectation; chichi; manières
avé :  avé Maria
baltringue :  bon à rien; bouffon; couard; fiotte; incapable; incompétent; pédé; peureux; tapette
par hasard :  accidentellement; fortuitement; concours de circonstances; par chance; à l’occasion; éventuellement
conformation en chaise :  conformation chaise
vache à lait :  vache laitière; cochon de payeur
au risque de :  quitte à; à peine de
inhumer :  enterrer; ensépulturer
Боливия :  Многонационална държава Боливия; Боливия Республиката; [[Многонациональное Государство Боливия
multicellulaire :  pluricellulaire; polycellulaire
appariement :  couplage; appariage
ébaucher :  esquisser
crier :  aboyer; gueuler; hurler
différence :  distinction; nuance; déduction
à propos de :  au sujet de; concernant; quant à; pour ce qui est de; s’agissant de
taal :  spraak; idioom; tong
taak :  opdracht; opgaaf; opgave; plicht; zending
verantwoordelijkheid :  aansprakelijkheid; verantwoording
invoering :  implementatie
américain :  étasunien; étatsunien; états-unien; anglais américain; sandwich américain
invariablement :  constamment; continuellement; immuablement; sans cesse
cunnilingus :  broutage; broutage de minou; broute-minou; gougnotte; tarte au poil
ober :  über; oberenn; euvr; labour
halener :  flairer
Marathe :  Maharashtrien
rechazar :  生日
intention :  désir
hymne :  air; cantique; chant; concert; harmonie; musique; péan; poème; psaume; symphonie; kerkgezang
inchoatif :  défricheur; inceptif; ingressif; initif
aju :  ajukan; mengajukan; menawarkan; mengusulkan
bleu de bromothymol :  bromothymol
infante :  monaguillo; criança; menino
prénom :  petit nom
Haus :  Heim; Familie; Dynastie; Firma; Haushalt; Unternehmen
fantôme :  ectoplasme; esprit; revenant; spectre
mikpunt :  doelwit
xenon :  hospitalia
星期一 :  周一; 禮拜一; 礼拜一
星期三 :  周三; 禮拜三; 礼拜三
four :  cuisinière; fourneau; gazinière
fout :  abuis; onjuist; foutief; mis; verkeerd; abuis; vergissing; lapsus; gebrek; tekort; tekortkoming
星期二 :  周二; 禮拜二; 礼拜二
老虎 :  虎
星期五 :  周五; 禮拜五; 礼拜五
aigu :  acut; pointu
connaissance :  conscience; compréhension; acquis; compétence; culture; érudition; instruction; savoir; science; ami; collègue; relation; Exercice de la faculté par laquelle on connaît et on distingue les objets; Idée, notion qu’on a de quelque chose, de quelqu’un ; le fait de le connaître; Personne avec laquelle on a des liaisons ou des relations
k :  c
viduité :  veuvage
sortie :  issue
centre automobile :  centre auto
Großmutter :  Oma; Omi
pigsty :  pigpen; piggery
hoofdpijn :  koppijn
constante :  contínuo; imutável; inalterável; invariável; permanente
indistinctement :  confusément; vaguement
contuse :  brise
toets :  knop; proef; test; onderzoek
on-dit :  bruit; ouï-dire; rumeur
sensuellement :  lascivement
amplificateur :  amplificatif; ampli
ring :  encircle; surround; telephone; band; schakel
contrat à terme d’instrument financier :  CATIF
paresse :  fainéantise
ensiforme :  ensal
singulièrement :  notamment; particulièrement; principalement
directement :  absolument; diamétralement; entièrement; radicalement
ceremonie :  obřad; obřadnost; ceremoniál
trek :  grand; randonnée; yomp; haal; ruk; eigenschap; karaktertrek; gelaatstrek; trekje; zin; eetlust; graagte; tocht; migratie
tree :  opstap; opstapje; trede; treeplank
tres :  tresindstyve
treu :  treuille; treuage
feest :  feestje; festiviteit; feestelijkheid; fuif; menstruatie; ongesteldheid; regels
gripe :  fange
à venir :  futur; prochain
hutte :  baraque; buron; cabane; case; gourbi; habitation; loge; maison; paillotte; wigwam
conduite d’un réacteur :  pilotage d’un réacteur
manche à balai :  gouvernail; manche; joystick
à côté :  adjacent; près
cougar :  lion des montagnes; puma; catamount; mountain lion; mountain screamer; painter; panther; puma
amoureusement :  chèrement; câlinement; tendrement
obsidional :  obsidial
stérilement :  inutilement; vainement
International Phonetic Alphabet :  IPA
perron :  kaai; kaj; aanlegplaats; kaai; kade; wal
avers :  droit; effigie; face; obvers
aléatoire :  hasardeux; hypothétique; probable; éventuel
compromis :  accommodement; arrangement; conciliation
BCE :  <small>BC</small>
peintre :  barbouilleur; gribouilleur; artiste peintre; peintre en bâtiment
parler :  idiome; langue; vernaculaire; patois
protium :  hyplogène
stabat mater :  stabat
tintin :  keutchi; nada; niet; que dalle; que pouic; taratata; walou; tint
de nuit :  nuitamment
big :  big van een everzwijn
autan :  vent
sprechen :  reden
cochenille :  carmin; cramoisi; rouge cochenille; carmin
réciproquement :  mutuellement; en retour; inversement; vice versa
décurrent :  descendant
vulgairement :  grossièrement; trivialement
levering :  aflevering; leverantie; verschaffing
Erdkunde :  Geographie; Geografie
avoir les jetons :  avoir la chienne; avoir la frousse; trouille; avoir les chocottes; quételles; avoir peur; chier dans son froc
bezoeken :  aandoen; aanlopen; langsgaan
bouée :  balisage; balise; marque; bouée de sauvetage; gilet de sauvetage
filipino :  philippin
Neuheit :  Neusein; Innovation
sol :  parterre; únic; solell; pêlav
son :  bruit; melodía; ruido; motivo; razón; propósito; gut
beroemd :  befaamd
Луна :  Селена
星期日 :  星期天; 周日; 禮拜日; 礼拜日; 禮拜天; 礼拜天
étroitement :  expressément
юг :  зюйд; полдень
conjuguer :  décliner
ferme :  robuste
flexibiliteit :  buigzaamheid; lenigheid
leer :  oplei; leder; doctrine; dogmatiek; leerstelsel; scholing; vorming; opleiding
accessoirement :  auxiliairement
malsain :  scabreux
habile :  capable; dégourdi; habilité; savant
poort :  deur; ingang; verbinding
caustique :  mordant
watiri :  mɔbili
fehlen :  übernachten
accord à taux différé :  ATD
bewaring :  behoud; bewaargeving; hechtenis; detentie; opsluiting
Francio :  Franclando; Francolando; Francujo
恰巧 :  碰巧
mela :  zmatek; nepořádek
achat groupé :  package deal
jurk :  jûpe
habitude :  coutume; usage
minutieusement :  méticuleusement; consciencieusement; scrupuleusement; soigneusement
lunettes :  barniques; besicles; binocles; face-à-main; lorgnon
matriçage :  estampage
giron :  bras
baobab :  apebroodboom; apebroodboom
Bergwerk :  Mine
défendre :  nier; protéger
sauge :  vert sauge
wicked :  evil; mean; naughty
soumis :  esclave
perpétuellement :  immuablement; invariablement; sans arrêt; sans cesse; éternellement
Occitanie :  pays d’oc; Languedoc-Roussillon-Midi-Pyrénées
brusselaire :  brusseler
incarnadin :  incarnat; rouge
si :  non; oui
se :  kûçik; seg
tori :  kauppatori; turku
courbe de Cot :  Cot
infini :  non fini; illimité; éternel; transfini; éternité; espace-temps; univers
avoir mal au cœur :  être malade
assignable :  aliénable
square :  carré
oppervlakte :  area; gebied
charron :  chartron; Gaule; bleu charrette; bleu charron
viscose :  rayonne; soie artificielle
sifflante :  sibilante
ascendant :  montant; inductif; de bas en haut; ancêtre; influence
déchirure :  accroc; écorchure; égratignure; éraflure
Japonais :  Nippon
boulevard :  en
bite :  pénis
profond :  songé
coati :  pizote; quachi; coatimundi; hog-nosed coon
en apparence :  apparemment
aller :  se déplacer; départ
masse :  multitude; foule; prise de terre; têtu; fléau; gourdin; marteau d’armes
pesolh :  negrilh; nieron; nieiron; puison
lawa :  lawaji
bleu d’amidon :  bleu de fécule
meitnerium :  eka-iridium; unnilennium
Thaï :  Thaïlandais
fripe :  chiffon
schadeloosstelling :  schadevergoeding
entrecolonnement :  entrecolonne
一月 :  睦月
verwenden :  anwenden; benutzen; nutzen; einsetzen; gebrauchen; einsetzen; bemühen; eintreten
prototype :  archétype; original; modèle; parangon; proto
arpitan :  franco-provençal; francoprovençal
venir :  arriver; produire
inique :  injuste; inaequabiliter; inaequaliter
à l’abri :  à l’égaud
ive :  ivette; bugle
aluminium :  alu
anticrénelage :  antialiasing
tout beau :  tout doux
hortlak :  hayalet
incendier :  brûler; mettre le feu; surexciter; enflammer; disputer
ici-bas :  dans ce bas monde
objectivement :  concrètement
ypérite :  gaz moutarde
intégralement :  complètement; dans son ensemble; en entier; en totalité; entièrement; parfaitement; totalement
recuit :  recuite
rest :  repose; relax; repose
яд :  отрава; токсин; зло; вред; отрава; злобность; презрение; насмешка; глумление
esthétique :  beau; joli
kennen :  vertrouwd zijn met; weten
blanchaille :  blanquet; blanquette; blaquet; menuise
ultérieurement :  par la suite; postérieurement
kola :  sefta; skuri; cola
kolo :  plouz
cannabis :  pot; bud; bhang; dope; ganja; grass; green; herb; marie jane; marijuana; chronic; pot; reefer; sinsemilla; sweed; weed
origine :  base; commencement; discendenza; nascita
verbatim :  compte-rendu; minutes
avoine :  Avena sativa
метро :  метрополитен
хвост :  репица; конец; арьергард; долги; задолженность; филёр; шпик; рыбина
grège :  beige; brut
capricant :  caprisant
masa :  waktu; blaðra
९ :  नौ
snuiven :  snuffen
tu :  tutaj; você; zde; tub
argent :  argent-métal; artiche; bidou; blé; cenne; denier; flouze; foin; fraîche; fraiche; fric; galette; grisbi; kopeck; maille; maravédis; monnaie; motton; moyens; oseille; osier; pain; palette; pélaud; peso; pèze; piastre; picaillons; pognon; quibus; radis; rond; sou; thune; tune; tomates
to :  ta
onderzoek :  analyse; naspeuring; onderzoeking; recherche
ta :  to
Зимбабве :  Република Зимбабве; Южна Родезия; Република Зимбабве; Јужна Родезија; Република Родезија; Зимбабвеска Родезија; Бүгд Найрамдах Зимбабве Улс; Республикæ Зимбабве; [[Республика Зимбабве; [[Южная Родезия; Република Зимбабве; Зимбабве республики
large :  largiter
maggio :  maggiore
tú :  politesse; vos; usted
requebrar :  cortejar; piropear; galantear; lisonjear; agasajar
knie :  schoot; bocht; kniestuk; kniehout
treffen :  begegnen; sehen; verletzen; vinden
bique :  biquette; bourrique; mégère; rosse
volpe :  goupil
macle :  chiastolite
Onomasiologie :  Bezeichnungslehre
audiofréquence :  fréquence audio; AF
fatal :  deadly; lethal
scam :  con; confidence game; con game; swindle; con
masculin :  viril; macho
Äquilibrium :  Gleichgewicht
de force :  de vive force; par force
maligne :  bösartig
libɔ́ngɔ́ :  libɔ́lɔ́ngɔ́
mousse :  écume; bière; matelot; émoussé; moussé
tanière :  gîte; antre; terrier; taudis; retraite
en toute humilité :  humblement
quarantième :  quadragésimal
superflu :  superfétatoire; superfétatif; surérogatoire
inassouvissement :  frustration
子供 :  子
embrouiller :  bouffer la tête; brouiller les cartes; brouiller les pistes; confusionner; emberlificoter; enfumer
orín :  orina; excreción; evacuación; meado; pis; necesidad; aguas menores
dehors :  hors
terminer :  achever; boucler; conclure; clore; clôturer; finaliser; finir; mettre un point final; mettre un terme; torcher
contre :  auprès; avec; près; sur; opposé; malgré; nonobstant
山猫 :  野良猫
intérieurement :  dedans; en son for intérieur
aal :  Indian mulberry; noni; paling; u yaal a k’ab; u yaal a wook; paling
aai :  a; aag; ag; ai; o; sjoe; vlei; streling
aas :  aanloksel
feestje :  partij
toujours :  éternellement; continuellement; habituellement; perpétuellement; sempiternellement
vader :  pa; pater; pap; papa
фантом :  призрак; привидение; мираж; иллюзия; вымысел; муляж; манекен
filmographie :  filmo
embargo :  blocus
anaglypte :  anaglyphe
antérieurement :  précédemment
banque de données :  base de données
première :  initiative; innovation
extérieurement :  apparemment
jade :  vert
ящер :  панголин; звероящер; тероморф; звероподобный; яша
Asturies :  Principauté des Asturies
bachelor :  baccalaureate
kopie :  afschrift; duplicaat; fotokopie; napodobenina
sablière :  sablonnière
Erdbeere :  Erdbeerpflanze
२ :  दो
volubile :  bavard; loquace
география :  землеописание; распространение
circuit intégré prédiffusé programmable :  prédiffusé programmable
prédicat :  attribut; propos; thème; propriété; relation
roentgenium :  éka-or; unununium; eka-gold; unununium
carrément :  franchement; ouvertement; directement; grave; c'est clair
historique :  journal
organite :  organelle
euro :  monnaie commune; monnaie européenne; eurata; pavo; e; e; ege; ego
badiy :  badioue; badiole; ceréze; celéze; cerize; celize; badine; badigne; badin; ghigne
par accident :  par hasard
splendidement :  brillamment
让 :  被; 叫
tomar :  coger; coller; arrancar; pegar; tirar
Gestein :  Fels; Felsen
pali :  balique
Nocken :  Nocke
fugitivement :  éphemèrement
cantonnement :  block-système
poster :  aanplakbiljet; affiche; plakkaat
cil :  cel; cest; cist
un :  quelque; l’un; quelqu’un; empreu; uno
après coup :  a posteriori; après; ensuite; ultérieurement
référendum :  consultation populaire; plébiscite; vote populaire
tête-à-tête :  face à face
à la Saint-Glinglin :  aux calendes grecques; semaine aux quatre jeudis; quand les poules auront des dents
holen :  einatmen
young :  offspring
grijpen :  graaien; grabbelen; nemen; pakken
shetland :  poney shetland; sheltie
artilugio :  ingenio; mecanismo; artefacto; armatoste; máquina; artid; maña; artificio; herramienta
bi-pentaphonique :  décaphonique
de toute part :  dans tous les sens; de part et d’autre; de tous côtés
caza :  acecho; cacería; batida; busqueda; montería; captura; alcance; seguimiento; persecución; acoso; Chasse; Persécution; avión de caza
à pied :  à pattes; à pinces; pédestrement; pedibus; pedibus cum jambis; pedibus jambus
licence :  certificat; permit; authorization; authorisation; povolení
réification :  chosification; objectification; objetisation
星期四 :  周四; 禮拜四; 礼拜四
solidarité :  entraide
недалеко :  близко
devant :  en face de; en présence de
saba :  suc
oligarchie :  oligocratie
ensillar :  ensalzar; elevar; entronizar; exaltar; elogiar
klein :  bleu; gering; luttel; min; mineur-
学生 :  大学生
marron :  marronai; marronnes; mazanes
tomate :  pomme d’amour; pomme d’or; pomme dorée; pomme du Pérou; jitomate; tomatillo; tomate verde; tomatera; jitomatera
classe :  graduação; grau; posto; sala de aula
boire le calice jusqu’à la lie :  boire la coupe jusqu’à la lie
nafrar :  bleçar; ferir
doce :  ameno; brando; meigo; suave
bette :  barque; chaland; marie-salope
tigron :  tiglon; tigon; tion; tigreau; tigrillon
probablement :  sans doute
monographie :  livre
programmation par objets :  programmation objet; programmation orientée-objet; programmation orientée objet; programmation orientée-objets; programmation orientée objets
trajno :  vagonaro
Pasen :  Paasfeest
pur :  intègre; parfait
marais :  marécage; marchais
während :  als; währenddem
mille :  1000; kilo; K; mile; mille anglais; mille d’Angleterre; mille international; mille terrestre
hâle :  bronzage
domestiquer :  domesticiser
vishandelaar :  visboer; visverkoper
hollandais :  flamand; néerlandais; hollandiste; néerlandais; hollandiste
bring :  aanbring; aandra; aandraag
kracht :  sterkte; geweld; vermogen; werknemer; arbeider; arbeidskracht; werkkracht; charisma; uitstraling; bezieling
constitution d’une entité moléculaire :  constitution
d’emblée :  du premier coup; de plein saut
piston :  zuiger
louvart :  louvat
butte :  bosse; colline; élévation; hauteur; mont; motte; tertre; buttereau
télévision :  petit écran; petite lucarne; téléviseur; poste de télévision; télé
quitter :  abandonner; enlever; laisser; sortir
de naissance :  congénitalement; congénital
cheval de Troie :  trojan
gezin :  familie; huishouden
得 :  得到
boite aux lettres :  boîte à malle
antan :  anciennement; autrefois; dans le temps; jadis
maigrement :  chichement; petitement; chétivement
inductance :  auto-induction; self
enragé :  fou; fanatique; dingue; fada; loufoque; maboul; schizophrène; obsédé; anormal; idiot; crétin; bizarre; timbré; fondu; marteau; siphonné; névrosé; cinglé; furieux; acharné; vif; passionné; violent; impétueux; déchaîné; ardent; effréné; éperdu; frénétique
dokter :  arts; læge
cerne :  cernure; valise; anneau de croissance; cernure; aréole; halo; auréole
dithyrambique :  flatteur; louangeur; laudatif; élogieux
ununpentium :  éka-bismuth; moscovium
drink :  apéritif; réception; suip
tarsiens :  tarsiformes
spinnen :  flunkern; spintisieren; verrückt spielen; faseln; schnurren
juif :  judéen; hébreu; israélite; mosaïque
gaupe :  garce; gourgandine; prostituée; putain; souillon; cahba; charmouta
cagar :  anar de ventre; defecar; fer de cos; agun; agunan; tanggungan; taruh
hiel :  bilis; alles omfiemjend; finaal; gâns; gânsk; hielendal; totaal
hier :  veille; damer; alhier; alsjeblieft; alstublieft; hierheen; hierzo; kijk; ziedaar; ziezo
software :  programma; programmatuur; toepassing; počítačový; program
nommer :  baptiser
majestueusement :  dignement
lidar :  batalhar; brigar; combater; guerrear; pelejar; trabalhar; lutar
antépénultième :  avant-avant-dernier
星期六 :  周六; 禮拜六; 礼拜六
seul :  seulâbre
sonnette :  avertisseur sonore; sonnerie; timbre; mouton
weten :  begrijpen; inzien; beseffen; onderkennen
cohue :  juridiction des halles
cher :  aimé; coûteux; dispendieux; onéreux; précieux
chef :  tête; boss; directeur; dirigeant; leader; patron; supérieur
couche de demi-atténuation :  CDA; épaisseur de demi-atténuation
facilement :  à l’aise; à l’aise, Blaise; à peu de frais; aisément; comme dans du beurre; comme papa dans maman; comme qui rigole; comme une lettre à la poste; être de la tarte; être du gâteau; les doigts dans le nez; sans peine; simplement; tout courant
près :  à proximité; proche; lès
cyrillique :  cyrillien
glose :  annotation; archaïsme; paraphrase; remarque; scolie
saturnienne :  ligne de destinée; ligne de chance
considérablement :  énormément
farce :  stuff
nombre :  quantité; número; sustantivo; denominación; nombre de pila; designación; título
offshore :  au large; hauturier; marin; extraterritorial; outremer
antiripage :  compensation de force centripète
今 :  現在
hectare :  hectomètre carré; square hectometer; bunder
rire :  s’esclaffer; rigoler; se bidonner; se marrer; se poiler; se taper des barres; rire de bon coeur
outremer :  lapis-lazuli
band :  binding; boekband; boekdeel; boord; deel; kant; lint; luchtband; muziekgroep; muziekkorps; orkest; rand; reep; streep; strip; strook; volume; wapenbalk; windsel; zoom; zwachtel
antonyme :  contraire; inverse; opposé
bana :  jankaro; lopp
velludo :  hirsuto; velloso; lanoso; peludo; tupido; piloso; afelpado; felpa; terciopelo; pana
logo :  pois; portanto
September :  Hierschtmount
terugbetaling :  restitutie
phloème :  liber
multiplexage dans le temps :  TDM
tourniquet :  portillon; accès; garrot
Братислава :  [[Прешпорок; [[Прешпорек; [[Пресбург; [[Пожонь; [[Прешпорок; [[Прешпорек; [[Пресбург; [[Пожонь
kyrielle :  bordée; chapelet; suite de paroles; longue série
prendre :  emprunter; attraper
échevin :  alderman; conseiller municipal; prévôt
poubelle :  boîte à ordures; détritus; ordure
laden :  meladeni; beladen; bevrachten; belasten; inladen
honorablement :  dignement; honnêtement
cambuse :  bouiboui; canfouine; turne; taule
хулиган :  озорник; шалопай; шалун; проказник
dopen :  dompelen
значение :  смысл; суть; сущность; важность; значительность; роль
directrice :  dirigeante; présidente; proviseure
libela :  seko
ictus :  apoplexie; attaque; attaque cérébrale
idioma :  llengua; lengua; habla; lenguaje; dialecto; jerga; germanía; abla; lenga
majeur :  considérable; énorme; important; adulte; doigt III; médius; troisième doigt
we :  wewe; [[wewe#fon
proefperiode :  proeftijd
bras :  bradillon; brandillon; luath
baud :  chien-cerf
bouvier :  vacher; bergeronnette; gobe-mouche
ciré :  imperméable
voet :  poot
dedans :  intérieur
treden :  stappen; lopen; schrijden
lithium :  or blanc
conservation du numéro :  portabilité du numéro
remue-méninges :  brainstorming; synectique
photo :  tof; photograph
gebied :  area; oppervlakte; streek; contrei; domein; vak; discipline; bereik; zone; draagwijdte; portee
libóngo :  mbóngo
post :  postvæsen
baigneuse :  méridienne en gondole; méridienne gondole
bleu de fécule :  bleu d’amidon
converse :  talk
Belgio :  Belgujo
argument clé de vente :  ACV
absent :  distrait; manquant; afwesig; afwezig; ontbrekend; uitstedig; vermist
pomme de terre :  morelle tubéreuse; parmentière; patate; pomme; treuffe
munter :  froh; vergnügt
digression :  parenthèse
語 :  말
bombe :  agapes; balthazar; bamboche; beuverie; bombance; bringue; festin; noce; nouba
concurrent :  mededinger; chirografair
supérette :  épicerie
alpaga :  alpaca; paco
honte :  dégradation; embarras; gêne; humilité; ignominie; indignité; pudeur; remords; réserve; retenue; timidité; vergogne
цианоз :  синюха
prosecteur :  écolier; étudiant; disciple
discompte :  low-cost
message publicitaire :  pub
Berg :  Hügel
effectif :  cardinal
bigue :  mât; chèvre
lentement :  à pas de tortue; à pas d'homme; doucement
poisson :  poiscaille; matsya; matsyasana
capacious :  roomy; spacious
lawaai :  ophef
francese :  francesu; transalpino
complaisamment :  aimablement; gentiment; obligeamment
car :  autocar; automobile; auto; motor car; carriage; coach; railroad car; estimat; perquè; puix que; carri; que
cap :  lid; testa; ningú
can :  cant; chant; aluminum can; tin can; tin; perro; abair; chin; gos; cadèl; gosset
cal :  callosité; durillon; calta; briller
ongeval :  ongeluk
substrat :  substratum
vorst :  woud; bos
gecodeerd :  gecrypt; versleuteld
benne :  bane; berline; camion; chariot; wagonnet; remorque; banne
rosette :  rosace; houpette; absorbite
ארץ :  אדמה
januari :  torsmånad
kere :  botaouer-lêr
au plus :  au maximum; tout au plus
amusement :  détente; distraction; divertissement; loisir; récréation; vermaak; aardigheid; pretje; schik; vermaak; vermakelijkheid
album :  gedenkboek
axiome :  principe; proposition; postulat
clignotant :  scintillant; clignoteur
television :  TV; telly; television receiver; television set; TV set
Bein :  Hachse; Klaue; Pfote; Pranke; Tatze; Knochen
deux :  couple; paire
deur :  aa; met; per; sedert; van; van … af; vanaf
nerveux :  énervé
successive :  consecutive
rêveusement :  distraitement
meestal :  doorgaans; gewoonlijk; normaliter
sainte :  tabarouette; calvince; calvâsse; seigneur; maudit
timonier :  marine; homme de barre; barreur; conducteur
progiciel de gestion intégré :  ERP
leuk :  vermakelijk; prettig; charmant; grappig; lollig; mieters; prettig; tof
leur :  contrôleur; leurleur
livre électronique :  liseuse; e-reader; livre numérique; e-book
voisinage :  proximité; fréquentation; entente; approche; entourage; alentours; environs; quartier
mandarin :  bureaucrate
-ni :  -li; -in
-na :  -la
mond :  bek; szól
langzaam :  traag
maïs :  blé de Barbarie; bled d’Espagne; blé de Turquie; bled de Turquie; blé d’Inde; blé indien
de mal en pis :  de pis en pis; de pire en pire
wiel :  rad
nom commun :  nom; substantif
courant d’altitude :  courant-jet
Бангладеш :  Бенгалия
ununtrium :  éka-thallium; nihonium; nihonium; Nh; eka-thallium
vespa :  scooter
ein :  einn; eitt
de vive voix :  oralement
envie :  jalousie
de temps en temps :  de temps à autre
comédienne :  actrice; toneelspeelster
marcotte :  provins; couchage
Mars :  Arès; nocat=1; planète rouge; Ares; Roter Planet; Tedoxe; punainen; planeetta
myrtille :  airelle; noir; airelle; noir; brimbelle; raisin; bois; teint-vin; bleuet
légumineuse :  fabacée; papilionacée
