link	new_created	new_id	original_id	source	title	topic_created	topic_id	topic_last
https://24tv.ua/ryanair_mozhe_zapustiti_vnutrishni_reysi_v_ukrayini_ta_poloti_z_novih_ukrayinskih_mist_n942352	1521797667	62060788		ukrnet	Ryanair може запустити внутрішні рейси в Україні та польоти з нових українських міст	1521797667	34174480	1521797667
http://biz.liga.net/all/transport/stati/3729207-zashli-na-vtoroy-krug-ryanair-snova-letit-v-ukrainu.htm	1521797666	62060809		ukrnet	Зашли на второй круг. Ryanair снова летит в Украину	1521797667	34174480	1521797667
http://ua.interfax.com.ua/news/economic/494068.html	1521797607	62060755		ukrnet	Ryanair вивчить можливість відкриття нових баз в Україні та запуску внутрішніх рейсів	1521797667	34174480	1521797667
https://www.rbc.ua/rus/news/ryanair-rassmotret-vozmozhnost-vnutrennih-1521797385.html	1521797607	62060749		ukrnet	Ryanair может рассмотреть возможность внутренних авиаперевозок в Украине	1521797667	34174480	1521797667
https://pogliad.ua/news/ukraine/kvitki-po-10-evro-poroshenko-ogolosiv-skilki-koshtuvatimut-kvitki-na-litaki-ryanair-z-ukrayini-352300	1521797427	62060627		ukrnet	Квитки по 10 євро: Порошенко оголосив, скільки коштуватимуть квитки на літаки Ryanair з України	1521797667	34174480	1521797667
https://www.ukrinform.ua/rubric-economy/2427678-ryanair-pidpisav-dogovir-z-aeroportami-borispil-i-lviv.html	1521797367	62060553		ukrnet	"Ryanair підписав договір з аеропортами ""Бориспіль"" і ""Львів"""	1521797667	34174480	1521797667
https://economics.unian.ua/transport/10053743-aeroporti-borispil-i-lviv-pidpisali-dogovir-z-ryanair.html	1521797366	62060565		ukrnet	"Аеропорти ""Бориспіль"" і ""Львів"" підписали договір з Ryanair"	1521797667	34174480	1521797667
http://ipress.ua/news/ryanair_vidkryie_10_reysiv_z_kyieva_i_pyat_zi_lvova_249514.html	1521797366	62060557		ukrnet	Ryanair відкриє 10 рейсів з Києва і п''ять зі Львова	1521797667	34174480	1521797667
http://www.panoptikon.org/articles/103245-stali-izvestny-ceny-na-bilety-loukostera-ryanair-iz-ukrainy.html	1521797365	62060575		ukrnet	Стали известны цены на билеты лоукостера Ryanair из Украины	1521797667	34174480	1521797667
https://nv.ua/ukr/ukraine/events/obshuk-na-atek-u-kijevi-na-teritoriju-prorvalisja-aktivisti-natskorpusa-z-nardepom-biletskim-video-2459770.html	1521797486	62060700		ukrnet	Обшук на АТЕК у Києві: на територію прорвалися активісти Нацкорпусу з нардепом Білецьким - відео	1521797486	34172962	1521797486
